k,packet_size,traffic,routing,rate,avg_lat,avg_hops
8,4,neighbor,dor,0.1,23.8534,6.22732
8,4,neighbor,dor,0.15,24.0142,6.24978
8,4,neighbor,dor,0.2,24.1222,6.25217
8,4,neighbor,dor,0.25,24.2883,6.26383
8,4,neighbor,dor,0.3,24.3328,6.23198
8,4,neighbor,dor,0.35,24.5297,6.2396
8,4,neighbor,dor,0.4,24.7759,6.2531
8,4,neighbor,dor,0.45,24.973,6.24877
8,4,neighbor,dor,0.5,25.2364,6.25315
8,4,neighbor,dor,0.55,25.5694,6.2504
8,4,neighbor,dor,0.6,26.0135,6.25935
8,4,neighbor,dor,0.65,26.5235,6.25342
8,4,neighbor,dor,0.7,27.2164,6.24979
8,4,neighbor,dor,0.75,28.2441,6.24901
8,4,neighbor,dor,0.8,29.6556,6.24837
8,4,neighbor,dor,0.85,32.2119,6.2439
8,4,neighbor,dor,0.9,37.2548,6.25004
8,4,neighbor,dor,0.95,51.9804,6.25194
8,4,allreduce,dor,0.05,11.1165,2.01249
8,4,allreduce,dor,0.1,11.2056,2.01142
8,4,allreduce,dor,0.15,11.3057,2.01362
8,4,allreduce,dor,0.2,11.403,2.01243
8,4,allreduce,dor,0.25,11.5327,2.01198
8,4,allreduce,dor,0.3,11.6691,2.01077
8,4,allreduce,dor,0.35,11.8444,2.01114
8,4,allreduce,dor,0.4,12.051,2.01148
8,4,allreduce,dor,0.45,12.2588,2.01069
8,4,allreduce,dor,0.5,12.5143,2.01245
8,4,allreduce,dor,0.55,12.8501,2.01063
8,4,allreduce,dor,0.6,13.2712,2.01192
8,4,allreduce,dor,0.65,13.802,2.01292
8,4,allreduce,dor,0.7,14.5015,2.01148
8,4,allreduce,dor,0.75,15.5323,2.01174
8,4,allreduce,dor,0.8,16.9462,2.01192
8,4,allreduce,dor,0.85,19.5157,2.01185
8,4,allreduce,dor,0.9,24.539,2.01145
8,4,allreduce,dor,0.95,39.2582,2.0112
8,8,uniform,dor,0.05,37.0771,8.8769
8,8,uniform,dor,0.1,38.9766,8.89966
8,8,uniform,dor,0.15,41.369,8.88048
8,8,uniform,dor,0.2,44.8297,8.8922
8,8,uniform,dor,0.25,49.0665,8.87147
8,8,uniform,dor,0.3,55.5772,8.90257
8,8,uniform,dor,0.35,64.7354,8.87232
8,8,uniform,dor,0.4,82.862,8.86297
8,8,uniform,dor,0.45,127.598,8.85002
8,8,uniform,dor,0.5,nan,nan
8,8,uniform,dor,0.55,nan,nan
8,8,uniform,dor,0.6,nan,nan
8,8,uniform,dor,0.65,nan,nan
8,8,uniform,dor,0.7,nan,nan
8,8,uniform,dor,0.75,nan,nan
8,8,uniform,dor,0.8,nan,nan
8,8,uniform,dor,0.85,nan,nan
8,8,uniform,dor,0.9,nan,nan
8,8,uniform,dor,0.95,nan,nan
8,8,uniform,xy_yx,0.05,37.3312,8.92775
8,8,uniform,xy_yx,0.1,39.254,8.89899
8,8,uniform,xy_yx,0.15,41.9627,8.89045
8,8,uniform,xy_yx,0.2,45.558,8.89746
8,8,uniform,xy_yx,0.25,50.5162,8.922
8,8,uniform,xy_yx,0.3,56.7601,8.88798
8,8,uniform,xy_yx,0.35,66.7034,8.88024
8,8,uniform,xy_yx,0.4,84.9345,8.87646
8,8,uniform,xy_yx,0.45,137.596,8.88819
8,8,uniform,xy_yx,0.5,nan,nan
8,8,uniform,xy_yx,0.55,nan,nan
8,8,uniform,xy_yx,0.6,nan,nan
8,8,uniform,xy_yx,0.65,nan,nan
8,8,uniform,xy_yx,0.7,nan,nan
8,8,uniform,xy_yx,0.75,nan,nan
8,8,uniform,xy_yx,0.8,nan,nan
8,8,uniform,xy_yx,0.85,nan,nan
8,8,uniform,xy_yx,0.9,nan,nan
8,8,uniform,xy_yx,0.95,nan,nan
8,8,uniform,min_adapt,0.05,37.0774,8.8769
8,8,uniform,min_adapt,0.1,38.9778,8.89966
8,8,uniform,min_adapt,0.15,41.3711,8.88048
8,8,uniform,min_adapt,0.2,44.8342,8.8922
8,8,uniform,min_adapt,0.25,49.0543,8.87147
8,8,uniform,min_adapt,0.3,55.5795,8.90257
8,8,uniform,min_adapt,0.35,64.7771,8.87232
8,8,uniform,min_adapt,0.4,81.8959,8.87538
8,8,uniform,min_adapt,0.45,127.83,8.87177
8,8,uniform,min_adapt,0.5,nan,nan
8,8,uniform,min_adapt,0.55,nan,nan
8,8,uniform,min_adapt,0.6,nan,nan
8,8,uniform,min_adapt,0.65,nan,nan
8,8,uniform,min_adapt,0.7,nan,nan
8,8,uniform,min_adapt,0.75,nan,nan
8,8,uniform,min_adapt,0.8,nan,nan
8,8,uniform,min_adapt,0.85,nan,nan
8,8,uniform,min_adapt,0.9,nan,nan
8,8,uniform,min_adapt,0.95,nan,nan
8,8,neighbor,dor,0.05,27.7851,6.1972
8,8,neighbor,dor,0.1,28.1374,6.25293
8,8,neighbor,dor,0.15,28.4363,6.26683
8,8,neighbor,dor,0.2,28.7778,6.29324
8,8,neighbor,dor,0.25,28.9742,6.27163
8,8,neighbor,dor,0.3,29.249,6.25614
8,8,neighbor,dor,0.35,29.5927,6.2357
8,8,neighbor,dor,0.4,30.0971,6.25749
8,8,neighbor,dor,0.45,30.6666,6.25414
8,8,neighbor,dor,0.5,31.3239,6.24569
8,8,neighbor,dor,0.55,32.0596,6.24861
8,8,neighbor,dor,0.6,33.0316,6.24982
8,8,neighbor,dor,0.65,34.1881,6.25264
8,8,neighbor,dor,0.7,35.7437,6.22109
8,8,neighbor,dor,0.75,38.1704,6.23965
8,8,neighbor,dor,0.8,41.4569,6.24247
8,8,neighbor,dor,0.85,47.0975,6.25512
8,8,neighbor,dor,0.9,59.2115,6.26159
8,8,neighbor,dor,0.95,89.9913,6.23833
8,8,allreduce,dor,0.05,15.2157,2.00741
8,8,allreduce,dor,0.1,15.4068,2.00937
8,8,allreduce,dor,0.15,15.6664,2.01021
8,8,allreduce,dor,0.2,15.937,2.01297
8,8,allreduce,dor,0.25,16.1925,2.01109
8,8,allreduce,dor,0.3,16.5192,2.01289
8,8,allreduce,dor,0.35,16.9209,2.01179
8,8,allreduce,dor,0.4,17.356,2.01046
8,8,allreduce,dor,0.45,17.9378,2.01123
8,8,allreduce,dor,0.5,18.6158,2.00967
8,8,allreduce,dor,0.55,19.351,2.01241
8,8,allreduce,dor,0.6,20.3144,2.01076
8,8,allreduce,dor,0.65,21.4625,2.01075
8,8,allreduce,dor,0.7,23.1134,2.01098
8,8,allreduce,dor,0.75,25.4881,2.01224
8,8,allreduce,dor,0.8,28.7618,2.01076
8,8,allreduce,dor,0.85,34.3657,2.01117
8,8,allreduce,dor,0.9,46.4577,2.01031
8,8,allreduce,dor,0.95,77.3137,2.01249
8,16,uniform,dor,0.05,46.9194,8.8351
8,16,uniform,dor,0.1,52.1183,8.84915
8,16,uniform,dor,0.15,57.4503,8.82338
8,16,uniform,dor,0.2,64.7933,8.86148
8,16,uniform,dor,0.25,74.8254,8.90702
8,16,uniform,dor,0.3,88.2479,8.87958
8,16,uniform,dor,0.35,109.399,8.8856
8,16,uniform,dor,0.4,149.115,8.87931
8,16,uniform,dor,0.45,299.077,8.88372
8,16,uniform,dor,0.5,nan,nan
8,16,uniform,dor,0.55,nan,nan
8,16,uniform,dor,0.6,nan,nan
8,16,uniform,dor,0.65,nan,nan
8,16,uniform,dor,0.7,nan,nan
8,16,uniform,dor,0.75,nan,nan
8,16,uniform,dor,0.8,nan,nan
8,16,uniform,dor,0.85,nan,nan
8,16,uniform,dor,0.9,nan,nan
8,16,uniform,dor,0.95,nan,nan
8,16,uniform,xy_yx,0.05,47.6297,8.86512
8,16,uniform,xy_yx,0.1,52.9504,8.8723
8,16,uniform,xy_yx,0.15,59.3987,8.92429
8,16,uniform,xy_yx,0.2,67.3078,8.8949
8,16,uniform,xy_yx,0.25,76.2605,8.86919
8,16,uniform,xy_yx,0.3,90.7603,8.87044
8,16,uniform,xy_yx,0.35,110.536,8.86285
8,16,uniform,xy_yx,0.4,157.662,8.88501
8,16,uniform,xy_yx,0.45,390.353,8.8721
8,16,uniform,xy_yx,0.5,nan,nan
8,16,uniform,xy_yx,0.55,nan,nan
8,16,uniform,xy_yx,0.6,nan,nan
8,16,uniform,xy_yx,0.65,nan,nan
8,16,uniform,xy_yx,0.7,nan,nan
8,16,uniform,xy_yx,0.75,nan,nan
8,16,uniform,xy_yx,0.8,nan,nan
8,16,uniform,xy_yx,0.85,nan,nan
8,16,uniform,xy_yx,0.9,nan,nan
8,16,uniform,xy_yx,0.95,nan,nan
8,16,uniform,min_adapt,0.05,46.9191,8.8351
8,16,uniform,min_adapt,0.1,51.6893,8.78959
8,16,uniform,min_adapt,0.15,57.7806,8.87907
8,16,uniform,min_adapt,0.2,65.3132,8.90404
8,16,uniform,min_adapt,0.25,74.0734,8.88687
8,16,uniform,min_adapt,0.3,87.8722,8.88841
8,16,uniform,min_adapt,0.35,110.097,8.90258
8,16,uniform,min_adapt,0.4,149.795,8.88538
8,16,uniform,min_adapt,0.45,357.993,8.86807
8,16,uniform,min_adapt,0.5,nan,nan
8,16,uniform,min_adapt,0.55,nan,nan
8,16,uniform,min_adapt,0.6,nan,nan
8,16,uniform,min_adapt,0.65,nan,nan
8,16,uniform,min_adapt,0.7,nan,nan
8,16,uniform,min_adapt,0.75,nan,nan
8,16,uniform,min_adapt,0.8,nan,nan
8,16,uniform,min_adapt,0.85,nan,nan
8,16,uniform,min_adapt,0.9,nan,nan
8,16,uniform,min_adapt,0.95,nan,nan
8,16,neighbor,dor,0.05,36.2038,6.27463
8,16,neighbor,dor,0.1,36.4333,6.20185
8,16,neighbor,dor,0.15,37.1385,6.25308
8,16,neighbor,dor,0.2,37.5428,6.21043
8,16,neighbor,dor,0.25,38.2508,6.24433
8,16,neighbor,dor,0.3,38.7874,6.23626
8,16,neighbor,dor,0.35,39.8605,6.27541
8,16,neighbor,dor,0.4,40.8496,6.23452
8,16,neighbor,dor,0.45,41.8832,6.25358
8,16,neighbor,dor,0.5,43.3479,6.24921
8,16,neighbor,dor,0.55,44.9724,6.25651
8,16,neighbor,dor,0.6,47.0578,6.26322
8,16,neighbor,dor,0.65,49.8862,6.25714
8,16,neighbor,dor,0.7,53.213,6.2674
8,16,neighbor,dor,0.75,58.3095,6.23827
8,16,neighbor,dor,0.8,66.909,6.25651
8,16,neighbor,dor,0.85,80.4995,6.26159
8,16,neighbor,dor,0.9,103.038,6.24893
8,16,neighbor,dor,0.95,150.571,6.22873
8,16,allreduce,dor,0.05,23.4243,2.01478
8,16,allreduce,dor,0.1,23.8611,2.01111
8,16,allreduce,dor,0.15,24.4014,2.00739
8,16,allreduce,dor,0.2,24.9471,2.01186
8,16,allreduce,dor,0.25,25.5442,2.00878
8,16,allreduce,dor,0.3,26.1086,2.00999
8,16,allreduce,dor,0.35,27.0723,2.01267
8,16,allreduce,dor,0.4,28.1741,2.00937
8,16,allreduce,dor,0.45,29.1619,2.01314
8,16,allreduce,dor,0.5,30.6387,2.01281
8,16,allreduce,dor,0.55,32.2377,2.01163
8,16,allreduce,dor,0.6,34.3029,2.0116
8,16,allreduce,dor,0.65,37.1516,2.01226
8,16,allreduce,dor,0.7,40.4474,2.01219
8,16,allreduce,dor,0.75,45.6262,2.01051
8,16,allreduce,dor,0.8,54.175,2.01185
8,16,allreduce,dor,0.85,67.7459,2.01037
8,16,allreduce,dor,0.9,90.3269,2.01198
8,16,allreduce,dor,0.95,137.917,2.01068
8,32,uniform,dor,0.05,68.6603,8.93331
8,32,uniform,dor,0.1,78.9845,8.84921
8,32,uniform,dor,0.15,93.8222,8.90903
8,32,uniform,dor,0.2,110.999,8.93364
8,32,uniform,dor,0.25,133.087,8.80955
8,32,uniform,dor,0.3,166.692,8.83927
8,32,uniform,dor,0.35,214.761,8.84255
8,32,uniform,dor,0.4,371.788,8.88788
8,32,uniform,dor,0.45,nan,nan
8,32,uniform,dor,0.5,nan,nan
8,32,uniform,dor,0.55,nan,nan
8,32,uniform,dor,0.6,nan,nan
8,32,uniform,dor,0.65,nan,nan
8,32,uniform,dor,0.7,nan,nan
8,32,uniform,dor,0.75,nan,nan
8,32,uniform,dor,0.8,nan,nan
8,32,uniform,dor,0.85,nan,nan
8,32,uniform,dor,0.9,nan,nan
8,32,uniform,dor,0.95,nan,nan
8,32,uniform,xy_yx,0.05,68.8435,8.79458
8,32,uniform,xy_yx,0.1,80.9187,8.83072
8,32,uniform,xy_yx,0.15,95.4399,8.86915
8,32,uniform,xy_yx,0.2,111.973,8.87778
8,32,uniform,xy_yx,0.25,137.357,8.89583
8,32,uniform,xy_yx,0.3,171.787,8.85953
8,32,uniform,xy_yx,0.35,238.14,8.88303
8,32,uniform,xy_yx,0.4,437.582,8.89415
8,32,uniform,xy_yx,0.45,nan,nan
8,32,uniform,xy_yx,0.5,nan,nan
8,32,uniform,xy_yx,0.55,nan,nan
8,32,uniform,xy_yx,0.6,nan,nan
8,32,uniform,xy_yx,0.65,nan,nan
8,32,uniform,xy_yx,0.7,nan,nan
8,32,uniform,xy_yx,0.75,nan,nan
8,32,uniform,xy_yx,0.8,nan,nan
8,32,uniform,xy_yx,0.85,nan,nan
8,32,uniform,xy_yx,0.9,nan,nan
8,32,uniform,xy_yx,0.95,nan,nan
8,32,uniform,min_adapt,0.05,68.7743,8.91926
8,32,uniform,min_adapt,0.1,78.8377,8.82522
8,32,uniform,min_adapt,0.15,92.3665,8.83089
8,32,uniform,min_adapt,0.2,110.093,8.8923
8,32,uniform,min_adapt,0.25,132.603,8.86927
8,32,uniform,min_adapt,0.3,169.808,8.89477
8,32,uniform,min_adapt,0.35,227.131,8.87972
8,32,uniform,min_adapt,0.4,384.733,8.86083
8,32,uniform,min_adapt,0.45,nan,nan
8,32,uniform,min_adapt,0.5,nan,nan
8,32,uniform,min_adapt,0.55,nan,nan
8,32,uniform,min_adapt,0.6,nan,nan
8,32,uniform,min_adapt,0.65,nan,nan
8,32,uniform,min_adapt,0.7,nan,nan
8,32,uniform,min_adapt,0.75,nan,nan
8,32,uniform,min_adapt,0.8,nan,nan
8,32,uniform,min_adapt,0.85,nan,nan
8,32,uniform,min_adapt,0.9,nan,nan
8,32,uniform,min_adapt,0.95,nan,nan
8,32,neighbor,dor,0.05,52.7163,6.30237
8,32,neighbor,dor,0.1,53.5462,6.2711
8,32,neighbor,dor,0.15,54.7614,6.3364
8,32,neighbor,dor,0.2,55.6588,6.2193
8,32,neighbor,dor,0.25,57.0246,6.23145
8,32,neighbor,dor,0.3,58.9357,6.275
8,32,neighbor,dor,0.35,60.2094,6.24685
8,32,neighbor,dor,0.4,61.9545,6.2521
8,32,neighbor,dor,0.45,64.1235,6.23408
8,32,neighbor,dor,0.5,67.1172,6.24316
8,32,neighbor,dor,0.55,71.105,6.22912
8,32,neighbor,dor,0.6,74.6404,6.2155
8,32,neighbor,dor,0.65,81.2116,6.24035
8,32,neighbor,dor,0.7,89.143,6.24982
8,32,neighbor,dor,0.75,99.1567,6.26362
8,32,neighbor,dor,0.8,115.451,6.24623
8,32,neighbor,dor,0.85,142.786,6.23211
8,32,neighbor,dor,0.9,185.168,6.22237
8,32,neighbor,dor,0.95,258.753,6.26103
8,32,allreduce,dor,0.05,39.8429,2.01122
8,32,allreduce,dor,0.1,40.7609,2.00933
8,32,allreduce,dor,0.15,41.7769,2.00824
8,32,allreduce,dor,0.2,43.025,2.00802
8,32,allreduce,dor,0.25,44.3553,2.00835
8,32,allreduce,dor,0.3,46.1611,2.0168
8,32,allreduce,dor,0.35,47.4965,2.00922
8,32,allreduce,dor,0.4,49.2384,2.01339
8,32,allreduce,dor,0.45,51.4496,2.00944
8,32,allreduce,dor,0.5,54.4223,2.0115
8,32,allreduce,dor,0.55,58.4495,2.01064
8,32,allreduce,dor,0.6,62.035,2.01367
8,32,allreduce,dor,0.65,68.5186,2.00934
8,32,allreduce,dor,0.7,76.4254,2.0106
8,32,allreduce,dor,0.75,86.4032,2.01247
8,32,allreduce,dor,0.8,102.758,2.01501
8,32,allreduce,dor,0.85,130.124,2.01129
8,32,allreduce,dor,0.9,172.534,2.01111
8,32,allreduce,dor,0.95,246.012,2.01387
8,64,uniform,dor,0.05,113.083,9.03482
8,64,uniform,dor,0.1,135.127,8.87913
8,64,uniform,dor,0.15,168.056,8.97507
8,64,uniform,dor,0.2,209.672,8.94484
8,64,uniform,dor,0.25,272.911,8.90888
8,64,uniform,dor,0.3,391.949,8.878
8,64,uniform,dor,0.35,nan,nan
8,64,uniform,dor,0.4,nan,nan
8,64,uniform,dor,0.45,nan,nan
8,64,uniform,dor,0.5,nan,nan
8,64,uniform,dor,0.55,nan,nan
8,64,uniform,dor,0.6,nan,nan
8,64,uniform,dor,0.65,nan,nan
8,64,uniform,dor,0.7,nan,nan
8,64,uniform,dor,0.75,nan,nan
8,64,uniform,dor,0.8,nan,nan
8,64,uniform,dor,0.85,nan,nan
8,64,uniform,dor,0.9,nan,nan
8,64,uniform,dor,0.95,nan,nan
8,64,uniform,xy_yx,0.05,115.066,8.82282
8,64,uniform,xy_yx,0.1,139.437,8.86586
8,64,uniform,xy_yx,0.15,172.88,8.82416
8,64,uniform,xy_yx,0.2,222.266,8.79434
8,64,uniform,xy_yx,0.25,305.256,8.93838
8,64,uniform,xy_yx,0.3,430.153,8.89966
8,64,uniform,xy_yx,0.35,nan,nan
8,64,uniform,xy_yx,0.4,nan,nan
8,64,uniform,xy_yx,0.45,nan,nan
8,64,uniform,xy_yx,0.5,nan,nan
8,64,uniform,xy_yx,0.55,nan,nan
8,64,uniform,xy_yx,0.6,nan,nan
8,64,uniform,xy_yx,0.65,nan,nan
8,64,uniform,xy_yx,0.7,nan,nan
8,64,uniform,xy_yx,0.75,nan,nan
8,64,uniform,xy_yx,0.8,nan,nan
8,64,uniform,xy_yx,0.85,nan,nan
8,64,uniform,xy_yx,0.9,nan,nan
8,64,uniform,xy_yx,0.95,nan,nan
8,64,uniform,min_adapt,0.05,113.083,9.03482
8,64,uniform,min_adapt,0.1,134.211,8.88135
8,64,uniform,min_adapt,0.15,164.813,8.85791
8,64,uniform,min_adapt,0.2,207.602,8.83593
8,64,uniform,min_adapt,0.25,270.241,8.83691
8,64,uniform,min_adapt,0.3,396.177,8.8779
8,64,uniform,min_adapt,0.35,nan,nan
8,64,uniform,min_adapt,0.4,nan,nan
8,64,uniform,min_adapt,0.45,nan,nan
8,64,uniform,min_adapt,0.5,nan,nan
8,64,uniform,min_adapt,0.55,nan,nan
8,64,uniform,min_adapt,0.6,nan,nan
8,64,uniform,min_adapt,0.65,nan,nan
8,64,uniform,min_adapt,0.7,nan,nan
8,64,uniform,min_adapt,0.75,nan,nan
8,64,uniform,min_adapt,0.8,nan,nan
8,64,uniform,min_adapt,0.85,nan,nan
8,64,uniform,min_adapt,0.9,nan,nan
8,64,uniform,min_adapt,0.95,nan,nan
8,64,neighbor,dor,0.05,84.4988,6.02105
8,64,neighbor,dor,0.1,86.9819,6.18437
8,64,neighbor,dor,0.15,89.3379,6.29758
8,64,neighbor,dor,0.2,91.1279,6.32857
8,64,neighbor,dor,0.25,94.5508,6.22145
8,64,neighbor,dor,0.3,97.4743,6.25062
8,64,neighbor,dor,0.35,101.612,6.32959
8,64,neighbor,dor,0.4,105.456,6.24701
8,64,neighbor,dor,0.45,110.752,6.25475
8,64,neighbor,dor,0.5,116.349,6.21681
8,64,neighbor,dor,0.55,124.203,6.26884
8,64,neighbor,dor,0.6,133.748,6.23363
8,64,neighbor,dor,0.65,146.54,6.27522
8,64,neighbor,dor,0.7,159.041,6.25665
8,64,neighbor,dor,0.75,182.59,6.27018
8,64,neighbor,dor,0.8,209.285,6.28201
8,64,neighbor,dor,0.85,252.467,6.23601
8,64,neighbor,dor,0.9,318.129,6.24616
8,64,neighbor,dor,0.95,403.963,6.21913
8,64,allreduce,dor,0.05,72.4939,2.01943
8,64,allreduce,dor,0.1,74.4961,2.02242
8,64,allreduce,dor,0.15,76.4749,2.00992
8,64,allreduce,dor,0.2,78.1758,2.01119
8,64,allreduce,dor,0.25,81.9354,2.01631
8,64,allreduce,dor,0.3,84.7569,2.01149
8,64,allreduce,dor,0.35,88.6592,2.01195
8,64,allreduce,dor,0.4,92.7533,2.01287
8,64,allreduce,dor,0.45,98.0142,2.00868
8,64,allreduce,dor,0.5,103.732,2.01121
8,64,allreduce,dor,0.55,111.433,2.01197
8,64,allreduce,dor,0.6,121.08,2.01091
8,64,allreduce,dor,0.65,133.762,2.01572
8,64,allreduce,dor,0.7,146.304,2.01078
8,64,allreduce,dor,0.75,169.822,2.01421
8,64,allreduce,dor,0.8,196.469,2.00995
8,64,allreduce,dor,0.85,239.792,2.01111
8,64,allreduce,dor,0.9,305.415,2.00819
8,64,allreduce,dor,0.95,391.336,2.01006
8,128,uniform,dor,0.05,207.525,8.88104
8,128,uniform,dor,0.1,261.461,8.99678
8,128,uniform,dor,0.15,329.47,9.02752
8,128,uniform,dor,0.2,425.634,8.89189
8,128,uniform,dor,0.25,641.985,8.84638
8,128,uniform,dor,0.3,nan,nan
8,128,uniform,dor,0.35,nan,nan
8,128,uniform,dor,0.4,nan,nan
8,128,uniform,dor,0.45,nan,nan
8,128,uniform,dor,0.5,nan,nan
8,128,uniform,dor,0.55,nan,nan
8,128,uniform,dor,0.6,nan,nan
8,128,uniform,dor,0.65,nan,nan
8,128,uniform,dor,0.7,nan,nan
8,128,uniform,dor,0.75,nan,nan
8,128,uniform,dor,0.8,nan,nan
8,128,uniform,dor,0.85,nan,nan
8,128,uniform,dor,0.9,nan,nan
8,128,uniform,dor,0.95,nan,nan
8,128,uniform,xy_yx,0.05,205.514,8.78428
8,128,uniform,xy_yx,0.1,259.458,8.78732
8,128,uniform,xy_yx,0.15,351.329,8.95968
8,128,uniform,xy_yx,0.2,473.059,8.94867
8,128,uniform,xy_yx,0.25,708.207,8.84762
8,128,uniform,xy_yx,0.3,nan,nan
8,128,uniform,xy_yx,0.35,nan,nan
8,128,uniform,xy_yx,0.4,nan,nan
8,128,uniform,xy_yx,0.45,nan,nan
8,128,uniform,xy_yx,0.5,nan,nan
8,128,uniform,xy_yx,0.55,nan,nan
8,128,uniform,xy_yx,0.6,nan,nan
8,128,uniform,xy_yx,0.65,nan,nan
8,128,uniform,xy_yx,0.7,nan,nan
8,128,uniform,xy_yx,0.75,nan,nan
8,128,uniform,xy_yx,0.8,nan,nan
8,128,uniform,xy_yx,0.85,nan,nan
8,128,uniform,xy_yx,0.9,nan,nan
8,128,uniform,xy_yx,0.95,nan,nan
8,128,uniform,min_adapt,0.05,207.525,8.88104
8,128,uniform,min_adapt,0.1,261.461,8.99678
8,128,uniform,min_adapt,0.15,319.374,8.99589
8,128,uniform,min_adapt,0.2,423.729,8.8929
8,128,uniform,min_adapt,0.25,638.545,8.92426
8,128,uniform,min_adapt,0.3,nan,nan
8,128,uniform,min_adapt,0.35,nan,nan
8,128,uniform,min_adapt,0.4,nan,nan
8,128,uniform,min_adapt,0.45,nan,nan
8,128,uniform,min_adapt,0.5,nan,nan
8,128,uniform,min_adapt,0.55,nan,nan
8,128,uniform,min_adapt,0.6,nan,nan
8,128,uniform,min_adapt,0.65,nan,nan
8,128,uniform,min_adapt,0.7,nan,nan
8,128,uniform,min_adapt,0.75,nan,nan
8,128,uniform,min_adapt,0.8,nan,nan
8,128,uniform,min_adapt,0.85,nan,nan
8,128,uniform,min_adapt,0.9,nan,nan
8,128,uniform,min_adapt,0.95,nan,nan
8,128,neighbor,dor,0.05,150.612,6.24771
8,128,neighbor,dor,0.1,154.561,6.2294
8,128,neighbor,dor,0.15,159.699,6.48532
8,128,neighbor,dor,0.2,166.051,6.29641
8,128,neighbor,dor,0.25,171.409,6.28543
8,128,neighbor,dor,0.3,175.46,6.23033
8,128,neighbor,dor,0.35,181.561,6.24895
8,128,neighbor,dor,0.4,194.992,6.18854
8,128,neighbor,dor,0.45,198.654,6.26443
8,128,neighbor,dor,0.5,216.966,6.27566
8,128,neighbor,dor,0.55,225.054,6.3221
8,128,neighbor,dor,0.6,248.23,6.32538
8,128,neighbor,dor,0.65,268.449,6.22956
8,128,neighbor,dor,0.7,306.53,6.24325
8,128,neighbor,dor,0.75,340.974,6.27441
8,128,neighbor,dor,0.8,399.571,6.25244
8,128,neighbor,dor,0.85,471.098,6.27454
8,128,neighbor,dor,0.9,nan,nan
8,128,neighbor,dor,0.95,nan,nan
8,128,allreduce,dor,0.05,137.896,2.00917
8,128,allreduce,dor,0.1,141.901,2.00969
8,128,allreduce,dor,0.15,146.288,2.01488
8,128,allreduce,dor,0.2,153.2,2.013
8,128,allreduce,dor,0.25,158.601,2.01624
8,128,allreduce,dor,0.3,162.806,2.0123
8,128,allreduce,dor,0.35,168.852,2.01266
8,128,allreduce,dor,0.4,182.457,2.01017
8,128,allreduce,dor,0.45,185.91,2.01637
8,128,allreduce,dor,0.5,204.165,2.00877
8,128,allreduce,dor,0.55,212.106,2.00613
8,128,allreduce,dor,0.6,235.299,2.01528
8,128,allreduce,dor,0.65,255.794,2.011
8,128,allreduce,dor,0.7,293.826,2.00874
8,128,allreduce,dor,0.75,328.19,2.01337
8,128,allreduce,dor,0.8,386.847,2.0111
8,128,allreduce,dor,0.85,458.314,2.0132
8,128,allreduce,dor,0.9,nan,nan
8,128,allreduce,dor,0.95,nan,nan
8,256,uniform,dor,0.05,375.18,8.78917
8,256,uniform,dor,0.1,538.081,8.93511
8,256,uniform,dor,0.15,718.161,8.82879
8,256,uniform,dor,0.2,nan,nan
8,256,uniform,dor,0.25,nan,nan
8,256,uniform,dor,0.3,nan,nan
8,256,uniform,dor,0.35,nan,nan
8,256,uniform,dor,0.4,nan,nan
8,256,uniform,dor,0.45,nan,nan
8,256,uniform,dor,0.5,nan,nan
8,256,uniform,dor,0.55,nan,nan
8,256,uniform,dor,0.6,nan,nan
8,256,uniform,dor,0.65,nan,nan
8,256,uniform,dor,0.7,nan,nan
8,256,uniform,dor,0.75,nan,nan
8,256,uniform,dor,0.8,nan,nan
8,256,uniform,dor,0.85,nan,nan
8,256,uniform,dor,0.9,nan,nan
8,256,uniform,dor,0.95,nan,nan
8,256,uniform,xy_yx,0.05,376.824,8.88794
8,256,uniform,xy_yx,0.1,522.986,8.87949
8,256,uniform,xy_yx,0.15,741.342,8.96462
8,256,uniform,xy_yx,0.2,nan,nan
8,256,uniform,xy_yx,0.25,nan,nan
8,256,uniform,xy_yx,0.3,nan,nan
8,256,uniform,xy_yx,0.35,nan,nan
8,256,uniform,xy_yx,0.4,nan,nan
8,256,uniform,xy_yx,0.45,nan,nan
8,256,uniform,xy_yx,0.5,nan,nan
8,256,uniform,xy_yx,0.55,nan,nan
8,256,uniform,xy_yx,0.6,nan,nan
8,256,uniform,xy_yx,0.65,nan,nan
8,256,uniform,xy_yx,0.7,nan,nan
8,256,uniform,xy_yx,0.75,nan,nan
8,256,uniform,xy_yx,0.8,nan,nan
8,256,uniform,xy_yx,0.85,nan,nan
8,256,uniform,xy_yx,0.9,nan,nan
8,256,uniform,xy_yx,0.95,nan,nan
8,256,uniform,min_adapt,0.05,375.18,8.78917
8,256,uniform,min_adapt,0.1,538.081,8.93511
8,256,uniform,min_adapt,0.15,719.834,8.83238
8,256,uniform,min_adapt,0.2,nan,nan
8,256,uniform,min_adapt,0.25,nan,nan
8,256,uniform,min_adapt,0.3,nan,nan
8,256,uniform,min_adapt,0.35,nan,nan
8,256,uniform,min_adapt,0.4,nan,nan
8,256,uniform,min_adapt,0.45,nan,nan
8,256,uniform,min_adapt,0.5,nan,nan
8,256,uniform,min_adapt,0.55,nan,nan
8,256,uniform,min_adapt,0.6,nan,nan
8,256,uniform,min_adapt,0.65,nan,nan
8,256,uniform,min_adapt,0.7,nan,nan
