k,packet_size,traffic,routing,rate,avg_lat,avg_hops
4,64,neighbor,dor,0.2,88.6125,5.54368
4,64,neighbor,dor,0.25,91.7835,5.50947
4,64,neighbor,dor,0.3,94.757,5.55594
4,64,neighbor,dor,0.35,96.5153,5.49367
4,64,neighbor,dor,0.4,99.2007,5.55961
4,64,neighbor,dor,0.45,105.176,5.54121
4,64,neighbor,dor,0.5,113.719,5.54815
4,64,neighbor,dor,0.55,116.266,5.50163
4,64,neighbor,dor,0.6,129.544,5.53121
4,64,neighbor,dor,0.65,139.403,5.51773
4,64,neighbor,dor,0.7,150.965,5.45213
4,64,neighbor,dor,0.75,157.252,5.46854
4,64,neighbor,dor,0.8,190.387,5.50031
4,64,neighbor,dor,0.85,243.118,5.47329
4,64,neighbor,dor,0.9,334.024,5.54426
4,64,neighbor,dor,0.95,391.396,5.46465
4,64,allreduce,dor,0.05,72.9622,2.04202
4,64,allreduce,dor,0.1,74.7555,2.03807
4,64,allreduce,dor,0.15,75.8046,2.01348
4,64,allreduce,dor,0.2,78.0617,2.02672
4,64,allreduce,dor,0.25,81.3588,2.03457
4,64,allreduce,dor,0.3,84.1626,2.02448
4,64,allreduce,dor,0.35,86.1281,2.03127
4,64,allreduce,dor,0.4,88.6078,2.02866
4,64,allreduce,dor,0.45,94.6357,2.02767
4,64,allreduce,dor,0.5,103.146,2.02395
4,64,allreduce,dor,0.55,105.873,2.03719
4,64,allreduce,dor,0.6,119.056,2.03519
4,64,allreduce,dor,0.65,128.938,2.0296
4,64,allreduce,dor,0.7,140.709,2.0337
4,64,allreduce,dor,0.75,146.937,2.03012
4,64,allreduce,dor,0.8,179.981,2.03174
4,64,allreduce,dor,0.85,232.808,2.03638
4,64,allreduce,dor,0.9,323.485,2.03121
4,64,allreduce,dor,0.95,381.099,2.0322
4,128,uniform,dor,0.05,164.602,5.1747
4,128,uniform,dor,0.1,173.514,4.67007
4,128,uniform,dor,0.15,199.547,4.87059
4,128,uniform,dor,0.2,248.907,4.8928
4,128,uniform,dor,0.25,262.577,4.79302
4,128,uniform,dor,0.3,320.734,4.7583
4,128,uniform,dor,0.35,440.418,4.71396
4,128,uniform,dor,0.4,556.759,4.73945
4,128,uniform,dor,0.45,nan,nan
4,128,uniform,dor,0.5,nan,nan
4,128,uniform,dor,0.55,nan,nan
4,128,uniform,dor,0.6,nan,nan
4,128,uniform,dor,0.65,nan,nan
4,128,uniform,dor,0.7,nan,nan
4,128,uniform,dor,0.75,nan,nan
4,128,uniform,dor,0.8,nan,nan
4,128,uniform,dor,0.85,nan,nan
4,128,uniform,dor,0.9,nan,nan
4,128,uniform,dor,0.95,nan,nan
4,128,uniform,xy_yx,0.05,163.494,5.05422
4,128,uniform,xy_yx,0.1,197.28,4.82935
4,128,uniform,xy_yx,0.15,215.379,4.77407
4,128,uniform,xy_yx,0.2,266.324,4.71241
4,128,uniform,xy_yx,0.25,302.893,4.74385
4,128,uniform,xy_yx,0.3,352.898,4.7231
4,128,uniform,xy_yx,0.35,506.728,4.6959
4,128,uniform,xy_yx,0.4,nan,nan
4,128,uniform,xy_yx,0.45,nan,nan
4,128,uniform,xy_yx,0.5,nan,nan
4,128,uniform,xy_yx,0.55,nan,nan
4,128,uniform,xy_yx,0.6,nan,nan
4,128,uniform,xy_yx,0.65,nan,nan
4,128,uniform,xy_yx,0.7,nan,nan
4,128,uniform,xy_yx,0.75,nan,nan
4,128,uniform,xy_yx,0.8,nan,nan
4,128,uniform,xy_yx,0.85,nan,nan
4,128,uniform,xy_yx,0.9,nan,nan
4,128,uniform,xy_yx,0.95,nan,nan
4,128,uniform,min_adapt,0.05,164.602,5.1747
4,128,uniform,min_adapt,0.1,173.514,4.67007
4,128,uniform,min_adapt,0.15,199.547,4.87059
4,128,uniform,min_adapt,0.2,248.907,4.8928
4,128,uniform,min_adapt,0.25,262.827,4.79302
4,128,uniform,min_adapt,0.3,324.886,4.7672
4,128,uniform,min_adapt,0.35,421.473,4.67731
4,128,uniform,min_adapt,0.4,579.967,4.77833
4,128,uniform,min_adapt,0.45,nan,nan
4,128,uniform,min_adapt,0.5,nan,nan
4,128,uniform,min_adapt,0.55,nan,nan
4,128,uniform,min_adapt,0.6,nan,nan
4,128,uniform,min_adapt,0.65,nan,nan
4,128,uniform,min_adapt,0.7,nan,nan
4,128,uniform,min_adapt,0.75,nan,nan
4,128,uniform,min_adapt,0.8,nan,nan
4,128,uniform,min_adapt,0.85,nan,nan
4,128,uniform,min_adapt,0.9,nan,nan
4,128,uniform,min_adapt,0.95,nan,nan
4,128,neighbor,dor,0.05,145.759,5.48193
4,128,neighbor,dor,0.1,150.177,5.55102
4,128,neighbor,dor,0.15,154.657,5.51575
4,128,neighbor,dor,0.2,157.179,5.52786
4,128,neighbor,dor,0.25,167.736,5.45215
4,128,neighbor,dor,0.3,175.677,5.50938
4,128,neighbor,dor,0.35,181.699,5.39841
4,128,neighbor,dor,0.4,192.473,5.34783
4,128,neighbor,dor,0.45,198.873,5.4625
4,128,neighbor,dor,0.5,212.474,5.52644
4,128,neighbor,dor,0.55,223.293,5.41133
4,128,neighbor,dor,0.6,243.049,5.4576
4,128,neighbor,dor,0.65,261.11,5.47792
4,128,neighbor,dor,0.7,280.634,5.56038
4,128,neighbor,dor,0.75,330.754,5.47879
4,128,neighbor,dor,0.8,336.332,5.55205
4,128,neighbor,dor,0.85,401.463,5.51402
4,128,neighbor,dor,0.9,497.571,5.5098
4,128,neighbor,dor,0.95,nan,nan
4,128,allreduce,dor,0.05,135.386,2.0241
4,128,allreduce,dor,0.1,139.403,2.0
4,128,allreduce,dor,0.15,144.217,2.03543
4,128,allreduce,dor,0.2,146.727,2.04399
4,128,allreduce,dor,0.25,157.528,2.0495
4,128,allreduce,dor,0.3,165.269,2.04021
4,128,allreduce,dor,0.35,171.588,2.02789
4,128,allreduce,dor,0.4,182.499,2.02302
4,128,allreduce,dor,0.45,188.625,2.04643
4,128,allreduce,dor,0.5,201.972,2.02604
4,128,allreduce,dor,0.55,213.121,2.02043
4,128,allreduce,dor,0.6,231.407,2.03024
4,128,allreduce,dor,0.65,250.723,2.01577
4,128,allreduce,dor,0.7,270.04,2.02892
4,128,allreduce,dor,0.75,320.395,2.02559
4,128,allreduce,dor,0.8,325.748,2.02397
4,128,allreduce,dor,0.85,394.249,2.02771
4,128,allreduce,dor,0.9,487.127,2.02832
4,128,allreduce,dor,0.95,nan,nan
4,256,uniform,dor,0.05,311.651,4.89157
4,256,uniform,dor,0.1,331.537,4.70122
4,256,uniform,dor,0.15,388.609,4.88538
4,256,uniform,dor,0.2,425.736,4.76271
4,256,uniform,dor,0.25,542.665,4.76596
4,256,uniform,dor,0.3,nan,nan
4,256,uniform,dor,0.35,nan,nan
4,256,uniform,dor,0.4,nan,nan
4,256,uniform,dor,0.45,nan,nan
4,256,uniform,dor,0.5,nan,nan
4,256,uniform,dor,0.55,nan,nan
4,256,uniform,dor,0.6,nan,nan
4,256,uniform,dor,0.65,nan,nan
4,256,uniform,dor,0.7,nan,nan
4,256,uniform,dor,0.75,nan,nan
4,256,uniform,dor,0.8,nan,nan
4,256,uniform,dor,0.85,nan,nan
4,256,uniform,dor,0.9,nan,nan
4,256,uniform,dor,0.95,nan,nan
4,256,uniform,xy_yx,0.05,332.373,4.75904
4,256,uniform,xy_yx,0.1,358.329,4.87195
4,256,uniform,xy_yx,0.15,464.227,4.875
4,256,uniform,xy_yx,0.2,576.697,4.76012
4,256,uniform,xy_yx,0.25,637.904,4.77867
4,256,uniform,xy_yx,0.3,nan,nan
4,256,uniform,xy_yx,0.35,nan,nan
4,256,uniform,xy_yx,0.4,nan,nan
4,256,uniform,xy_yx,0.45,nan,nan
4,256,uniform,xy_yx,0.5,nan,nan
4,256,uniform,xy_yx,0.55,nan,nan
4,256,uniform,xy_yx,0.6,nan,nan
4,256,uniform,xy_yx,0.65,nan,nan
4,256,uniform,xy_yx,0.7,nan,nan
4,256,uniform,xy_yx,0.75,nan,nan
4,256,uniform,xy_yx,0.8,nan,nan
4,256,uniform,xy_yx,0.85,nan,nan
4,256,uniform,xy_yx,0.9,nan,nan
4,256,uniform,xy_yx,0.95,nan,nan
4,256,uniform,min_adapt,0.05,311.651,4.89157
4,256,uniform,min_adapt,0.1,331.537,4.70122
4,256,uniform,min_adapt,0.15,388.609,4.88538
4,256,uniform,min_adapt,0.2,425.736,4.76271
4,256,uniform,min_adapt,0.25,542.665,4.76596
4,256,uniform,min_adapt,0.3,nan,nan
4,256,uniform,min_adapt,0.35,nan,nan
4,256,uniform,min_adapt,0.4,nan,nan
4,256,uniform,min_adapt,0.45,nan,nan
4,256,uniform,min_adapt,0.5,nan,nan
4,256,uniform,min_adapt,0.55,nan,nan
4,256,uniform,min_adapt,0.6,nan,nan
4,256,uniform,min_adapt,0.65,nan,nan
4,256,uniform,min_adapt,0.7,nan,nan
4,256,uniform,min_adapt,0.75,nan,nan
4,256,uniform,min_adapt,0.8,nan,nan
4,256,uniform,min_adapt,0.85,nan,nan
4,256,uniform,min_adapt,0.9,nan,nan
4,256,uniform,min_adapt,0.95,nan,nan
4,256,neighbor,dor,0.05,283.229,5.3494
4,256,neighbor,dor,0.1,291.554,5.68675
4,256,neighbor,dor,0.15,287.964,5.63347
4,256,neighbor,dor,0.2,303.253,5.66438
4,256,neighbor,dor,0.25,312.44,5.38462
4,256,neighbor,dor,0.3,331.417,5.49119
4,256,neighbor,dor,0.35,359.233,5.37463
4,256,neighbor,dor,0.4,384.812,5.53043
4,256,neighbor,dor,0.45,386.44,5.53488
4,256,neighbor,dor,0.5,401.595,5.54839
4,256,neighbor,dor,0.55,443.997,5.40517
4,256,neighbor,dor,0.6,483.961,5.32468
4,256,neighbor,dor,0.65,527.431,5.47259
4,256,neighbor,dor,0.7,546.231,5.49815
4,256,neighbor,dor,0.75,nan,nan
4,256,neighbor,dor,0.8,644.841,5.55928
4,256,neighbor,dor,0.85,nan,nan
4,256,neighbor,dor,0.9,nan,nan
4,256,neighbor,dor,0.95,nan,nan
4,256,allreduce,dor,0.05,273.398,2.07229
4,256,allreduce,dor,0.1,280.494,2.0
4,256,allreduce,dor,0.15,277.207,2.04781
4,256,allreduce,dor,0.2,292.301,2.0137
4,256,allreduce,dor,0.25,302.363,2.02564
4,256,allreduce,dor,0.3,321.025,2.0274
4,256,allreduce,dor,0.35,349.215,2.0354
4,256,allreduce,dor,0.4,374.316,2.03188
4,256,allreduce,dor,0.45,375.964,2.04293
4,256,allreduce,dor,0.5,391.071,2.04032
4,256,allreduce,dor,0.55,433.825,2.01437
4,256,allreduce,dor,0.6,473.352,2.02262
4,256,allreduce,dor,0.65,517.111,2.03259
4,256,allreduce,dor,0.7,535.847,2.0369
4,256,allreduce,dor,0.75,nan,nan
4,256,allreduce,dor,0.8,634.278,2.03832
4,256,allreduce,dor,0.85,nan,nan
4,256,allreduce,dor,0.9,nan,nan
4,256,allreduce,dor,0.95,nan,nan
4,512,uniform,dor,0.05,557.432,5.02703
4,512,uniform,dor,0.1,nan,nan
4,512,uniform,dor,0.15,773.528,4.816
4,512,uniform,dor,0.2,nan,nan
4,512,uniform,dor,0.25,nan,nan
4,512,uniform,dor,0.3,nan,nan
4,512,uniform,dor,0.35,nan,nan
4,512,uniform,dor,0.4,nan,nan
4,512,uniform,dor,0.45,nan,nan
4,512,uniform,dor,0.5,nan,nan
4,512,uniform,dor,0.55,nan,nan
4,512,uniform,dor,0.6,nan,nan
4,512,uniform,dor,0.65,nan,nan
4,512,uniform,dor,0.7,nan,nan
4,512,uniform,dor,0.75,nan,nan
4,512,uniform,dor,0.8,nan,nan
4,512,uniform,dor,0.85,nan,nan
4,512,uniform,dor,0.9,nan,nan
4,512,uniform,dor,0.95,nan,nan
4,512,uniform,xy_yx,0.05,578.162,4.54054
4,512,uniform,xy_yx,0.1,778.687,5.01205
4,512,uniform,xy_yx,0.15,nan,nan
4,512,uniform,xy_yx,0.2,nan,nan
4,512,uniform,xy_yx,0.25,nan,nan
4,512,uniform,xy_yx,0.3,nan,nan
4,512,uniform,xy_yx,0.35,nan,nan
4,512,uniform,xy_yx,0.4,nan,nan
4,512,uniform,xy_yx,0.45,nan,nan
4,512,uniform,xy_yx,0.5,nan,nan
4,512,uniform,xy_yx,0.55,nan,nan
4,512,uniform,xy_yx,0.6,nan,nan
4,512,uniform,xy_yx,0.65,nan,nan
4,512,uniform,xy_yx,0.7,nan,nan
4,512,uniform,xy_yx,0.75,nan,nan
4,512,uniform,xy_yx,0.8,nan,nan
4,512,uniform,xy_yx,0.85,nan,nan
4,512,uniform,xy_yx,0.9,nan,nan
4,512,uniform,xy_yx,0.95,nan,nan
4,512,uniform,min_adapt,0.05,557.432,5.02703
4,512,uniform,min_adapt,0.1,nan,nan
4,512,uniform,min_adapt,0.15,773.528,4.816
4,512,uniform,min_adapt,0.2,nan,nan
4,512,uniform,min_adapt,0.25,nan,nan
4,512,uniform,min_adapt,0.3,nan,nan
4,512,uniform,min_adapt,0.35,nan,nan
4,512,uniform,min_adapt,0.4,nan,nan
4,512,uniform,min_adapt,0.45,nan,nan
4,512,uniform,min_adapt,0.5,nan,nan
4,512,uniform,min_adapt,0.55,nan,nan
4,512,uniform,min_adapt,0.6,nan,nan
4,512,uniform,min_adapt,0.65,nan,nan
4,512,uniform,min_adapt,0.7,nan,nan
4,512,uniform,min_adapt,0.75,nan,nan
4,512,uniform,min_adapt,0.8,nan,nan
4,512,uniform,min_adapt,0.85,nan,nan
4,512,uniform,min_adapt,0.9,nan,nan
4,512,uniform,min_adapt,0.95,nan,nan
4,512,neighbor,dor,0.05,528.73,5.24324
4,512,neighbor,dor,0.1,556.59,5.3494
4,512,neighbor,dor,0.15,563.25,5.45161
4,512,neighbor,dor,0.2,578.259,5.54217
4,512,neighbor,dor,0.25,nan,nan
4,512,neighbor,dor,0.3,661.837,5.61089
4,512,neighbor,dor,0.35,678.815,5.49035
4,512,neighbor,dor,0.4,nan,nan
4,512,neighbor,dor,0.45,733.47,5.49405
4,512,neighbor,dor,0.5,796.07,5.41019
4,512,neighbor,dor,0.55,nan,nan
4,512,neighbor,dor,0.6,nan,nan
4,512,neighbor,dor,0.65,nan,nan
4,512,neighbor,dor,0.7,nan,nan
4,512,neighbor,dor,0.75,nan,nan
4,512,neighbor,dor,0.8,nan,nan
4,512,neighbor,dor,0.85,nan,nan
4,512,neighbor,dor,0.9,nan,nan
4,512,neighbor,dor,0.95,nan,nan
4,512,allreduce,dor,0.05,519.0,2.0
4,512,allreduce,dor,0.1,546.614,2.0241
4,512,allreduce,dor,0.15,553.089,2.06452
4,512,allreduce,dor,0.2,567.633,2.0
4,512,allreduce,dor,0.25,nan,nan
4,512,allreduce,dor,0.3,651.074,2.02335
4,512,allreduce,dor,0.35,668.483,2.04633
4,512,allreduce,dor,0.4,nan,nan
4,512,allreduce,dor,0.45,723.024,2.0119
4,512,allreduce,dor,0.5,785.968,2.0429
4,512,allreduce,dor,0.55,nan,nan
4,512,allreduce,dor,0.6,nan,nan
4,512,allreduce,dor,0.65,nan,nan
4,512,allreduce,dor,0.7,nan,nan
4,512,allreduce,dor,0.75,nan,nan
4,512,allreduce,dor,0.8,nan,nan
4,512,allreduce,dor,0.85,nan,nan
4,512,allreduce,dor,0.9,nan,nan
4,512,allreduce,dor,0.95,nan,nan
8,1,uniform,dor,0.05,28.8203,8.88832
8,1,uniform,dor,0.1,28.9414,8.86339
8,1,uniform,dor,0.15,29.2284,8.87458
8,1,uniform,dor,0.2,29.5373,8.86785
8,1,uniform,dor,0.25,30.0206,8.87525
8,1,uniform,dor,0.3,30.6972,8.87927
8,1,uniform,dor,0.35,31.7384,8.87943
8,1,uniform,dor,0.4,33.5953,8.87236
8,1,uniform,dor,0.45,38.323,8.87553
8,1,uniform,dor,0.5,110.097,8.87297
8,1,uniform,dor,0.55,nan,nan
8,1,uniform,dor,0.6,nan,nan
8,1,uniform,dor,0.65,nan,nan
8,1,uniform,dor,0.7,nan,nan
8,1,uniform,dor,0.75,nan,nan
8,1,uniform,dor,0.8,nan,nan
8,1,uniform,dor,0.85,nan,nan
8,1,uniform,dor,0.9,nan,nan
8,1,uniform,dor,0.95,nan,nan
8,1,uniform,xy_yx,0.05,28.782,8.86861
8,1,uniform,xy_yx,0.1,29.0097,8.87088
8,1,uniform,xy_yx,0.15,29.2986,8.87353
8,1,uniform,xy_yx,0.2,29.6602,8.87091
8,1,uniform,xy_yx,0.25,30.181,8.87178
8,1,uniform,xy_yx,0.3,30.9126,8.87739
8,1,uniform,xy_yx,0.35,32.021,8.86837
8,1,uniform,xy_yx,0.4,34.0716,8.87341
8,1,uniform,xy_yx,0.45,39.1524,8.87635
8,1,uniform,xy_yx,0.5,114.727,8.8736
8,1,uniform,xy_yx,0.55,nan,nan
8,1,uniform,xy_yx,0.6,nan,nan
8,1,uniform,xy_yx,0.65,nan,nan
8,1,uniform,xy_yx,0.7,nan,nan
8,1,uniform,xy_yx,0.75,nan,nan
8,1,uniform,xy_yx,0.8,nan,nan
8,1,uniform,xy_yx,0.85,nan,nan
8,1,uniform,xy_yx,0.9,nan,nan
8,1,uniform,xy_yx,0.95,nan,nan
8,1,uniform,min_adapt,0.05,28.82,8.88832
8,1,uniform,min_adapt,0.1,28.9407,8.86339
8,1,uniform,min_adapt,0.15,29.2284,8.87458
8,1,uniform,min_adapt,0.2,29.536,8.86785
8,1,uniform,min_adapt,0.25,30.0186,8.87525
8,1,uniform,min_adapt,0.3,30.6955,8.87927
8,1,uniform,min_adapt,0.35,31.7386,8.87943
8,1,uniform,min_adapt,0.4,33.5953,8.87236
8,1,uniform,min_adapt,0.45,38.323,8.87553
8,1,uniform,min_adapt,0.5,114.024,8.87286
8,1,uniform,min_adapt,0.55,nan,nan
8,1,uniform,min_adapt,0.6,nan,nan
8,1,uniform,min_adapt,0.65,nan,nan
8,1,uniform,min_adapt,0.7,nan,nan
8,1,uniform,min_adapt,0.75,nan,nan
8,1,uniform,min_adapt,0.8,nan,nan
8,1,uniform,min_adapt,0.85,nan,nan
8,1,uniform,min_adapt,0.9,nan,nan
8,1,uniform,min_adapt,0.95,nan,nan
8,1,neighbor,dor,0.05,20.7299,6.2433
8,1,neighbor,dor,0.1,20.733,6.24434
8,1,neighbor,dor,0.15,20.7413,6.2471
8,1,neighbor,dor,0.2,20.7366,6.24554
8,1,neighbor,dor,0.25,20.7372,6.24575
8,1,neighbor,dor,0.3,20.7408,6.24694
8,1,neighbor,dor,0.35,20.741,6.24699
8,1,neighbor,dor,0.4,20.7417,6.24723
8,1,neighbor,dor,0.45,20.7459,6.24864
8,1,neighbor,dor,0.5,20.7501,6.25003
8,1,neighbor,dor,0.55,20.7472,6.24907
8,1,neighbor,dor,0.6,20.7461,6.24871
8,1,neighbor,dor,0.65,20.7471,6.24904
8,1,neighbor,dor,0.7,20.7458,6.24859
8,1,neighbor,dor,0.75,20.7494,6.24978
8,1,neighbor,dor,0.8,20.7478,6.24926
8,1,neighbor,dor,0.85,20.7479,6.2493
8,1,neighbor,dor,0.9,20.7457,6.24856
8,1,neighbor,dor,0.95,20.7486,6.24954
8,1,allreduce,dor,0.05,8.03705,2.01235
8,1,allreduce,dor,0.1,8.0368,2.01227
8,1,allreduce,dor,0.15,8.03522,2.01174
8,1,allreduce,dor,0.2,8.03606,2.01202
8,1,allreduce,dor,0.25,8.03566,2.01189
8,1,allreduce,dor,0.3,8.03492,2.01164
8,1,allreduce,dor,0.35,8.0353,2.01177
8,1,allreduce,dor,0.4,8.03544,2.01181
8,1,allreduce,dor,0.45,8.03519,2.01173
8,1,allreduce,dor,0.5,8.03564,2.01188
8,1,allreduce,dor,0.55,8.03591,2.01197
8,1,allreduce,dor,0.6,8.03605,2.01202
8,1,allreduce,dor,0.65,8.03605,2.01202
8,1,allreduce,dor,0.7,8.03579,2.01193
8,1,allreduce,dor,0.75,8.03572,2.01191
8,1,allreduce,dor,0.8,8.03562,2.01187
8,1,allreduce,dor,0.85,8.03556,2.01185
8,1,allreduce,dor,0.9,8.03523,2.01174
8,1,allreduce,dor,0.95,8.03537,2.01179
8,2,uniform,dor,0.05,29.9401,8.88325
8,2,uniform,dor,0.1,30.2894,8.87381
8,2,uniform,dor,0.15,30.8049,8.875
8,2,uniform,dor,0.2,31.4068,8.86287
8,2,uniform,dor,0.25,32.4561,8.89546
8,2,uniform,dor,0.3,33.7297,8.87158
8,2,uniform,dor,0.35,35.8496,8.87131
8,2,uniform,dor,0.4,39.7706,8.87183
8,2,uniform,dor,0.45,50.0273,8.87124
8,2,uniform,dor,0.5,206.428,8.86882
8,2,uniform,dor,0.55,nan,nan
8,2,uniform,dor,0.6,nan,nan
8,2,uniform,dor,0.65,nan,nan
8,2,uniform,dor,0.7,nan,nan
8,2,uniform,dor,0.75,nan,nan
8,2,uniform,dor,0.8,nan,nan
8,2,uniform,dor,0.85,nan,nan
8,2,uniform,dor,0.9,nan,nan
8,2,uniform,dor,0.95,nan,nan
8,2,uniform,xy_yx,0.05,30.0026,8.89079
8,2,uniform,xy_yx,0.1,30.3974,8.88506
8,2,uniform,xy_yx,0.15,30.9378,8.88182
8,2,uniform,xy_yx,0.2,31.6084,8.8712
8,2,uniform,xy_yx,0.25,32.6454,8.87558
8,2,uniform,xy_yx,0.3,34.0476,8.88043
8,2,uniform,xy_yx,0.35,36.2933,8.86832
8,2,uniform,xy_yx,0.4,40.6872,8.88715
8,2,uniform,xy_yx,0.45,51.6009,8.88141
8,2,uniform,xy_yx,0.5,244.228,8.87631
8,2,uniform,xy_yx,0.55,nan,nan
8,2,uniform,xy_yx,0.6,nan,nan
8,2,uniform,xy_yx,0.65,nan,nan
8,2,uniform,xy_yx,0.7,nan,nan
8,2,uniform,xy_yx,0.75,nan,nan
8,2,uniform,xy_yx,0.8,nan,nan
8,2,uniform,xy_yx,0.85,nan,nan
8,2,uniform,xy_yx,0.9,nan,nan
8,2,uniform,xy_yx,0.95,nan,nan
8,2,uniform,min_adapt,0.05,29.9406,8.88325
8,2,uniform,min_adapt,0.1,30.2897,8.87381
8,2,uniform,min_adapt,0.15,30.8053,8.875
8,2,uniform,min_adapt,0.2,31.4079,8.86287
8,2,uniform,min_adapt,0.25,32.4553,8.89546
8,2,uniform,min_adapt,0.3,33.7319,8.87158
8,2,uniform,min_adapt,0.35,35.8541,8.87131
8,2,uniform,min_adapt,0.4,39.7714,8.87183
8,2,uniform,min_adapt,0.45,50.0544,8.87124
8,2,uniform,min_adapt,0.5,nan,nan
8,2,uniform,min_adapt,0.55,nan,nan
8,2,uniform,min_adapt,0.6,nan,nan
8,2,uniform,min_adapt,0.65,nan,nan
8,2,uniform,min_adapt,0.7,nan,nan
8,2,uniform,min_adapt,0.75,nan,nan
8,2,uniform,min_adapt,0.8,nan,nan
8,2,uniform,min_adapt,0.85,nan,nan
8,2,uniform,min_adapt,0.9,nan,nan
8,2,uniform,min_adapt,0.95,nan,nan
8,2,neighbor,dor,0.05,21.805,6.25956
8,2,neighbor,dor,0.1,21.7962,6.2471
8,2,neighbor,dor,0.15,21.8152,6.24228
8,2,neighbor,dor,0.2,21.852,6.24261
8,2,neighbor,dor,0.25,21.9216,6.25188
8,2,neighbor,dor,0.3,21.9522,6.24647
8,2,neighbor,dor,0.35,21.9883,6.2402
8,2,neighbor,dor,0.4,22.0542,6.2393
8,2,neighbor,dor,0.45,22.2005,6.26397
8,2,neighbor,dor,0.5,22.259,6.25363
8,2,neighbor,dor,0.55,22.3613,6.25129
8,2,neighbor,dor,0.6,22.4861,6.24505
8,2,neighbor,dor,0.65,22.6796,6.25038
8,2,neighbor,dor,0.7,22.9026,6.24666
8,2,neighbor,dor,0.75,23.2373,6.24959
8,2,neighbor,dor,0.8,23.7404,6.24566
8,2,neighbor,dor,0.85,24.5576,6.25328
8,2,neighbor,dor,0.9,26.262,6.24471
8,2,neighbor,dor,0.95,30.9465,6.25164
8,2,allreduce,dor,0.05,9.05773,2.01048
8,2,allreduce,dor,0.1,9.08585,2.01032
8,2,allreduce,dor,0.15,9.12035,2.01067
8,2,allreduce,dor,0.2,9.16169,2.0125
8,2,allreduce,dor,0.25,9.20091,2.01164
8,2,allreduce,dor,0.3,9.24891,2.01203
8,2,allreduce,dor,0.35,9.30404,2.01212
8,2,allreduce,dor,0.4,9.3727,2.01212
8,2,allreduce,dor,0.45,9.44396,2.01179
8,2,allreduce,dor,0.5,9.53356,2.01182
8,2,allreduce,dor,0.55,9.6424,2.01166
8,2,allreduce,dor,0.6,9.78622,2.01174
8,2,allreduce,dor,0.65,9.96184,2.01114
8,2,allreduce,dor,0.7,10.1974,2.0116
8,2,allreduce,dor,0.75,10.5224,2.01131
8,2,allreduce,dor,0.8,11.0389,2.01181
8,2,allreduce,dor,0.85,11.8319,2.01137
8,2,allreduce,dor,0.9,13.5623,2.01149
8,2,allreduce,dor,0.95,18.227,2.01183
8,4,uniform,dor,0.05,32.1691,8.86182
8,4,uniform,dor,0.1,32.9906,8.87654
8,4,uniform,dor,0.15,34.0663,8.88194
8,4,uniform,dor,0.2,35.4204,8.85631
8,4,uniform,dor,0.25,37.4965,8.87215
8,4,uniform,dor,0.3,40.5974,8.88963
8,4,uniform,dor,0.35,45.265,8.87817
8,4,uniform,dor,0.4,53.005,8.87682
8,4,uniform,dor,0.45,73.8358,8.87608
8,4,uniform,dor,0.5,272.505,8.88393
8,4,uniform,dor,0.55,nan,nan
8,4,uniform,dor,0.6,nan,nan
8,4,uniform,dor,0.65,nan,nan
8,4,uniform,dor,0.7,nan,nan
8,4,uniform,dor,0.75,nan,nan
8,4,uniform,dor,0.8,nan,nan
8,4,uniform,dor,0.85,nan,nan
8,4,uniform,dor,0.9,nan,nan
8,4,uniform,dor,0.95,nan,nan
8,4,uniform,xy_yx,0.05,32.1243,8.83824
8,4,uniform,xy_yx,0.1,33.1634,8.88522
8,4,uniform,xy_yx,0.15,34.2244,8.87062
8,4,uniform,xy_yx,0.2,35.7961,8.88243
8,4,uniform,xy_yx,0.25,38.1571,8.89445
8,4,uniform,xy_yx,0.3,41.0961,8.86957
8,4,uniform,xy_yx,0.35,45.9245,8.87003
8,4,uniform,xy_yx,0.4,54.3208,8.87875
8,4,uniform,xy_yx,0.45,75.5376,8.8613
8,4,uniform,xy_yx,0.5,389.879,8.86601
8,4,uniform,xy_yx,0.55,nan,nan
8,4,uniform,xy_yx,0.6,nan,nan
8,4,uniform,xy_yx,0.65,nan,nan
8,4,uniform,xy_yx,0.7,nan,nan
8,4,uniform,xy_yx,0.75,nan,nan
8,4,uniform,xy_yx,0.8,nan,nan
8,4,uniform,xy_yx,0.85,nan,nan
8,4,uniform,xy_yx,0.9,nan,nan
8,4,uniform,xy_yx,0.95,nan,nan
8,4,uniform,min_adapt,0.05,32.1689,8.86182
8,4,uniform,min_adapt,0.1,32.99,8.87654
8,4,uniform,min_adapt,0.15,34.0686,8.88194
8,4,uniform,min_adapt,0.2,35.4199,8.85631
8,4,uniform,min_adapt,0.25,37.4937,8.87215
8,4,uniform,min_adapt,0.3,40.5945,8.88963
8,4,uniform,min_adapt,0.35,45.2558,8.87817
8,4,uniform,min_adapt,0.4,53.0124,8.87682
8,4,uniform,min_adapt,0.45,73.9396,8.87608
8,4,uniform,min_adapt,0.5,nan,nan
8,4,uniform,min_adapt,0.55,nan,nan
8,4,uniform,min_adapt,0.6,nan,nan
8,4,uniform,min_adapt,0.65,nan,nan
8,4,uniform,min_adapt,0.7,nan,nan
8,4,uniform,min_adapt,0.75,nan,nan
8,4,uniform,min_adapt,0.8,nan,nan
8,4,uniform,min_adapt,0.85,nan,nan
8,4,uniform,min_adapt,0.9,nan,nan
8,4,uniform,min_adapt,0.95,nan,nan
8,4,neighbor,dor,0.05,23.7426,6.22119
